PLAYER INFO,PLAYER INFO,PLAYER INFO,PLAYER INFO,PLAYER INFO,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS,STATS
Player,Position,Team,Auction,Opp.,PaCom,PaAtt,PaYds,PaTD,PaINT,RuAtt,RuYds,RuTD,Fum.,Tar,Rec,ReYds,ReTD,FPTS
Kimani Vidal,RB,LAC,0,,0,0,0,0,0,61.1,256,2,,17.1,12.9,94.8,0.7,64.2
Zachariah Branch,WR,ATL,0,,0,0,0,0,0,6,33.2,0.3,,58,36.9,452.5,2.3,101.1
Tyrone Tracy Jr.,RB,NYG,0,,0,0,0,0,0,67.9,290.5,1.2,,15.9,12.8,92.5,0.7,62.5
Travis Hunter,WR,JAX,0,,0,0,0,0,0,2.2,12.1,0,,60.3,37.2,449,2.8,100.1
Buffalo Bills,DST,BUF,0,,0,0,0,0,0,0,0,0,,0,0,0,0,117.3
Najee Harris,RB,NYG,0,,0,0,0,0,0,53.9,221,1.6,,19,14.9,104,0.6,60.6
Calvin Ridley,WR,TEN,0,,0,0,0,0,0,2.8,14.2,0,,61.3,31.9,472.8,2.5,95.6
Malik Washington,WR,MIA,0,,0,0,0,0,0,10.5,62.2,0.2,,58.4,39.6,421.6,1.7,99.4
Detroit Lions,DST,DET,0,,0,0,0,0,0,0,0,0,,0,0,0,0,117.1
Kansas City Chiefs,DST,KC,0,,0,0,0,0,0,0,0,0,,0,0,0,0,116.9
Demond Claiborne,RB,MIN,0,,0,0,0,0,0,50.6,206.3,1.5,,17.9,15,100.4,0.4,57.1
David Njoku,TE,LAC,0,,0,0,0,0,0,0,0,0,,62.9,43.2,444.7,3.9,111.1
Chris Bell,WR,MIA,0,,0,0,0,0,0,0,0,0,,59.4,36.3,473.6,1.9,95.1
Cairo Santos,K,CHI,0,,0,0,0,0,0,0,0,0,,0,0,0,0,147.9
Jacob Saylors,RB,DET,0,,0,0,0,0,0,0,0,3.2,,24.2,18.9,143.4,0.7,56.6
Cade Otton,TE,TB,0,,0,0,0,0,0,0,0,0,,69.2,48.2,478.9,2.8,112.9
Tyler Loop,K,BAL,0,,0,0,0,0,0,0,0,0,,0,0,0,0,146.9
Samaje Perine,RB,CIN,0,,0,0,0,0,0,46.4,201.2,1.4,,13.4,11,80.7,0.5,50.6
Chicago Bears,DST,CHI,0,,0,0,0,0,0,0,0,0,,0,0,0,0,115.7
Harrison Butker,K,KC,0,,0,0,0,0,0,0,0,0,,0,0,0,0,146.5
Cam Ward,QB,TEN,0,,345,544.8,3686.3,18.2,12.8,49.6,213.9,2.1,,0,0,0,0,241.4
Pat Freiermuth,TE,PIT,0,,0,0,0,0,0,0,0,0,,63.2,44.6,457.1,2.8,107.1
Ted Hurst III,WR,TB,0,,0,0,0,0,0,0,0,0,,51.5,32.6,423.1,2.5,89.9
Wil Lutz,K,DEN,0,,0,0,0,0,0,0,0,0,,0,0,0,0,146.1
Malik Davis,RB,DAL,0,,0,0,0,0,0,49.7,215.4,1.8,,12.7,9.3,67.5,0.2,49.6
Antonio Williams,WR,WAS,0,,0,0,0,0,0,1.6,8.8,0,,49.9,33,420.2,2.4,90.3
Chris Brooks,RB,GB,0,,0,0,0,0,0,23.4,104.4,1.1,,22.3,17,118.1,1.1,52.5
Isaac TeSlaa,WR,DET,0,,0,0,0,0,0,0,0,0,,46,29.1,376.4,3.4,87.1
Trey Smack,K,GB,0,,0,0,0,0,0,0,0,0,,0,0,0,0,145.8
Seth McGowan,RB,IND,0,,0,0,0,0,0,46.8,191.7,1.2,,15.3,12.2,86.5,0.3,49
Darren Waller,TE,CAR,0,,0,0,0,0,0,0,0,0,,57.7,41.6,434.3,3.3,104.8
Sean Tucker,RB,TB,0,,0,0,0,0,0,48.7,210.8,2.1,,7.5,5.8,39.4,0.2,44.6
Devaughn Vele,WR,NO,0,,0,0,0,0,0,0,0,0,,51.5,33.9,370.6,2.5,86
Rashod Bateman,WR,BAL,0,,0,0,0,0,0,0.4,2.8,0,,43.8,25.6,393,2.6,80.8
Justice Hill,RB,BAL,0,,0,0,0,0,0,20.4,92.7,0.5,,23.1,17.7,149.6,0.9,50.3
Bryce Young,QB,CAR,0,,303,482.5,3274.3,20,11.5,50.6,247,1.8,,0,0,0,0,235
Jaylen Wright,RB,MIA,0,,0,0,0,0,0,52.4,220.6,1.3,,10.2,8.2,58.7,0.2,45.1
Cleveland Browns,DST,CLE,0,,0,0,0,0,0,0,0,0,,0,0,0,0,115.1
Gunnar Helm,TE,TEN,0,,0,0,0,0,0,0,0,0,,61.7,46.5,419.6,2.7,104.7
Indianapolis Colts,DST,IND,0,,0,0,0,0,0,0,0,0,,0,0,0,0,115
Cooper Kupp,WR,SEA,0,,0,0,0,0,0,0.8,3.4,0,,46.3,30.8,381.4,2.3,83.1
Jordan James,RB,SF,0,,0,0,0,0,0,49.6,209.5,1.4,,10.9,7.9,58.5,0.2,44.3
Charlie Kolar,TE,LAC,0,,0,0,0,0,0,0,0,0,,55.9,35.6,398.2,3.6,97
New Orleans Saints,DST,NO,0,,0,0,0,0,0,0,0,0,,0,0,0,0,113.8
George Holani,RB,SEA,0,,0,0,0,0,0,43.8,180.2,1,,20.6,10.3,70.2,0.3,43.1
Darnell Mooney,WR,NYG,0,,0,0,0,0,0,1.9,11.3,0,,51,27.1,372.6,2.2,78.7
James Conner,RB,ARZ,0,,0,0,0,0,0,40.5,168.8,1,,12.5,9.8,73.5,0.4,42.4
Andy Borregales,K,NE,0,,0,0,0,0,0,0,0,0,,0,0,0,0,142.2
Atlanta Falcons,DST,ATL,0,,0,0,0,0,0,0,0,0,,0,0,0,0,113.3
Germie Bernard,WR,PIT,0,,0,0,0,0,0,1.9,10.2,0,,48.6,28.9,369.5,2,78.9
Adam Randall,RB,BAL,0,,0,0,0,0,0,36.9,155.3,1.3,,11.4,9.1,62.6,0.3,40.5
Kendre Miller,RB,NO,0,,0,0,0,0,0,44.2,190,1,,10,7.8,53.4,0.3,39.9
Tank Dell,WR,HOU,0,,0,0,0,0,0,3.7,19.9,0,,44.2,28,347,2.3,78.5
San Francisco 49ers,DST,SF,0,,0,0,0,0,0,0,0,0,,0,0,0,0,113.1
Emanuel Wilson,RB,SEA,0,,0,0,0,0,0,40.2,170.6,1.2,,9.5,7.4,51.7,0.2,38
Fernando Mendoza,QB,LV,0,,301.6,476.5,3268.3,16.3,11.7,55.2,243.1,2.2,,0,0,0,0,221.7
Jack Bech,WR,LV,0,,0,0,0,0,0,0,0,0,,48.7,30.7,362.3,1.9,78.3
Isiah Pacheco,RB,DET,0,,0,0,0,0,0,41.8,176.1,1.4,,5.9,4.6,31.5,0.2,35
Keon Coleman,WR,BUF,0,,0,0,0,0,0,1,3.8,0,,40.4,23.4,322.6,2.9,73.4
Xavier Legette,WR,CAR,0,,0,0,0,0,0,1.8,8.7,0,,50,28.7,330.5,2.2,75.8
Jahan Dotson,WR,ATL,0,,0,0,0,0,0,0,0,0,,48.5,28.2,359.3,1.8,74.9
Colby Parkinson,TE,LAR,0,,0,0,0,0,0,0,0,0,,47.4,33.4,350.7,3.1,87.1
Tampa Bay Buccaneers,DST,TB,0,,0,0,0,0,0,0,0,0,,0,0,0,0,113
Isaiah Davis,RB,NYJ,0,,0,0,0,0,0,24.8,109.2,0.9,,15.5,12.6,88.4,0.2,39
Bryce Lance,WR,NO,0,,0,0,0,0,0,0,0,0,,48.7,28.9,352,1.9,75.5
Ollie Gordon II,RB,MIA,0,,0,0,0,0,0,40.2,156.4,1.2,,7.1,5.7,40.2,0.2,33.8
Elijah Sarratt,WR,BAL,0,,0,0,0,0,0,0,0,0,,41.5,25.2,337.4,2.2,72.1
DJ Giddens,RB,IND,0,,0,0,0,0,0,32,131.7,0.9,,10.2,9.1,62.3,0.2,35.1
Kyle Williams,WR,NE,0,,0,0,0,0,0,2.3,9,0,,35.6,22.5,320.8,2.4,69.9
Tyquan Thornton,WR,KC,0,,0,0,0,0,0,0,0,0,,39.7,21.9,325.9,2.4,68.9
Evan Engram,TE,DEN,0,,0,0,0,0,0,0,0,0,,52.5,36.3,351.3,1.9,82.8
Tyler Bass,K,BUF,0,,0,0,0,0,0,0,0,0,,0,0,0,0,140.3
LeQuint Allen Jr.,RB,JAX,0,,0,0,0,0,0,15.6,62.6,0.3,,18.7,14.7,100.1,0.6,36.4
Troy Franklin,WR,DEN,0,,0,0,0,0,0,1.1,5.9,0,,41.2,25,304.8,2.4,70.5
Brashard Smith,RB,KC,0,,0,0,0,0,0,17.4,73,0.5,,14.5,10.5,77.5,0.5,31.6
Ty Johnson,RB,BUF,0,,0,0,0,0,0,17.6,74.1,0.6,,11.8,8.4,76,0.4,29.4
Mike Gesicki,TE,CIN,0,,0,0,0,0,0,0,0,0,,41.9,29.4,297,3.2,78.3
Malik Benson,WR,LV,0,,0,0,0,0,0,0,0,0,,41,26,327.2,1.9,70.1
Tory Horton,WR,SEA,0,,0,0,0,0,0,0,0,0,,37.9,23.8,323.5,2.1,68.8
Jake Elliott,K,PHI,0,,0,0,0,0,0,0,0,0,,0,0,0,0,139.4
Devin Singletary,RB,NYG,0,,0,0,0,0,0,32.9,129.4,0.9,,6.9,5.5,39.3,0.1,28.4
Jacoby Brissett,QB,ARZ,0,,308.2,483.9,3290.7,17.7,10.7,43.9,197.3,1,,0,0,0,0,217.5
Roschon Johnson,RB,CHI,0,,0,0,0,0,0,30.6,120.2,0.8,,7.8,6.1,40.7,0.2,28.2
Dallas Cowboys,DST,DAL,0,,0,0,0,0,0,0,0,0,,0,0,0,0,111.9
Michael Mayer,TE,LV,0,,0,0,0,0,0,0,0,0,,51.1,35,345.3,1.7,79.7
Tahj Brooks,RB,CIN,0,,0,0,0,0,0,31.7,131.7,1,,5.3,4.2,30.4,0.2,27.6
Jerome Ford,RB,WAS,0,,0,0,0,0,0,26.8,108,0.7,,8.6,6.7,45.4,0.2,27.4
Darius Slayton,WR,NYG,0,,0,0,0,0,0,1.8,8.4,0,,37.2,24,322.5,1.7,67.3
Trevor Etienne,RB,CAR,0,,0,0,0,0,0,23.1,92.3,0.4,,10,8,58.2,0.2,26.7
Skyler Bell,WR,BUF,0,,0,0,0,0,0,0,0,0,,39.7,23.8,311.1,1.9,66.3
Carolina Panthers,DST,CAR,0,,0,0,0,0,0,0,0,0,,0,0,0,0,110.1
DeMario Douglas,WR,NE,0,,0,0,0,0,0,5.4,28,0.1,,34,25.2,294.9,1.4,66.5
Elijah Arroyo,TE,SEA,0,,0,0,0,0,0,0,0,0,,42.9,29.4,314.5,2.4,75.3
Spencer Shrader,K,IND,0,,0,0,0,0,0,0,0,0,,0,0,0,0,138.7
Elic Ayomanor,WR,TEN,0,,0,0,0,0,0,0,0,0,,48.8,24.4,312,1.7,65.8
Joey Slye,K,TEN,0,,0,0,0,0,0,0,0,0,,0,0,0,0,137.2
Andrei Iosivas,WR,CIN,0,,0,0,0,0,0,0.8,4.6,0,,38.2,22.4,270.5,2.4,64.3
Cincinnati Bengals,DST,CIN,0,,0,0,0,0,0,0,0,0,,0,0,0,0,109.8
Isaac Guerendo,RB,SF,0,,0,0,0,0,0,20.7,89.1,0.6,,9.2,7.2,51.7,0.2,26.1
Oronde Gadsden,TE,LAC,0,,0,0,0,0,0,0,0,0,,40.1,28.2,309.3,2.4,73.5
Brenen Thompson,WR,LAC,0,,0,0,0,0,0,1.2,6.5,0,,36.9,23,283.6,1.9,63.4
Will Shipley,RB,PHI,0,,0,0,0,0,0,17,71.5,0.3,,13.2,9.7,70.8,0.2,26.9
Christian Kirk,WR,SF,0,,0,0,0,0,0,0.9,3.5,0,,37,22.6,295,1.6,62.1
Mason Taylor,TE,NYJ,0,,0,0,0,0,0,0,0,0,,45.9,33.5,301.8,1.8,74.5
Corey Kiner,RB,NE,0,,0,0,0,0,0,0,0,1.4,,10.9,8.5,64.4,0.3,25.1
Eli Stowers,TE,PHI,0,,0,0,0,0,0,2.6,10.5,0,,39.1,27.3,293.4,2.2,70.9
New York Giants,DST,NYG,0,,0,0,0,0,0,0,0,0,,0,0,0,0,108.7
Trey Benson,RB,ARZ,0,,0,0,0,0,0,23.6,100,0.6,,4.8,3.8,29.3,0.2,21.5
Joshua Palmer,WR,BUF,0,,0,0,0,0,0,0,0,0,,37.9,23.9,296.6,1.5,62.6
Jake Tonges,TE,SF,0,,0,0,0,0,0,0,0,0,,39.6,29.1,286.8,2.3,71.6
Daniel Carlson,K,NO,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0
Raheim Sanders,RB,CLE,0,,0,0,0,0,0,24.6,94.3,0.7,,5.3,4.1,28,0.1,21.1
Sione Vaki,RB,DET,0,,0,0,0,0,0,16.4,67.9,0.4,,8.6,6.7,47.7,0.2,21.9
Xavier Hutchinson,WR,HOU,0,,0,0,0,0,0,1.1,6.6,0,,40.1,23.1,282.8,1.4,60.4
Tennessee Titans,DST,TEN,0,,0,0,0,0,0,0,0,0,,0,0,0,0,108.3
Erick All Jr.,TE,CIN,0,,0,0,0,0,0,0,0,0,,39.1,28.2,283.8,1.8,67.4
Nick Folk,K,ATL,0,,0,0,0,0,0,0,0,0,,0,0,0,0,134.6
Roman Wilson,WR,PIT,0,,0,0,0,0,0,0,0,0,,35.2,22.2,274.6,1.5,58.7
Devin Neal,RB,NO,0,,0,0,0,0,0,11.9,46.9,0.3,,10.2,7.9,57.2,0.3,21.9
Theo Johnson,TE,NYG,0,,0,0,0,0,0,0,0,0,,42,28,287.6,1.7,67
Chimere Dike,WR,TEN,0,,0,0,0,0,0,9.8,51,0.8,,27,17.2,194.5,1.6,56.2
Washington Commanders,DST,WAS,0,,0,0,0,0,0,0,0,0,,0,0,0,0,106.1
Aaron Rodgers,QB,PIT,0,,291.1,451,3073.6,18.3,9.7,21.3,54.9,0.8,,0,0,0,0,196.7
Demarcus Robinson,WR,SF,0,,0,0,0,0,0,0,0,0,,36.2,21.7,286.5,1.3,58.2
Audric Estime,RB,NO,0,,0,0,0,0,0,6.2,26.4,0.2,,13.5,10.5,68.6,0.4,23.6
Eli Raridon,TE,NE,0,,0,0,0,0,0,0,0,0,,32.9,26.3,266,1.8,63.7
Hollywood Brown,WR,PHI,0,,0,0,0,0,0,0,0,0,,31.7,20.1,249.4,1.8,55.8
Chad Ryland,K,ARZ,0,,0,0,0,0,0,0,0,0,,0,0,0,0,132.5
Rasheen Ali,RB,BAL,0,,0,0,0,0,0,20,89.4,0.5,,4,3.2,22.1,0.2,18.6
Colbie Young,WR,CIN,0,,0,0,0,0,0,0,0,0,,39.7,19.9,253.7,1.5,54.3
Darnell Washington,TE,PIT,0,,0,0,0,0,0,0,0,0,,37.1,25.6,250.4,1.9,62
Jalen Tolbert,WR,MIA,0,,0,0,0,0,0,0,0,0,,36.4,21.4,262.7,1.1,54.3
Ryan Fitzgerald,K,CAR,0,,0,0,0,0,0,0,0,0,,0,0,0,0,129.4
Kendrick Bourne,WR,ARZ,0,,0,0,0,0,0,0.8,3.4,0,,31.1,21,243.7,1.1,52.3
Matt Hibner,TE,BAL,0,,0,0,0,0,0,0,0,0,,32.7,23.6,237.5,1.5,56.4
Cole Kmet,TE,CHI,0,,0,0,0,0,0,0,0,0,,31.1,22.1,217.6,1.9,55.3
Brandon Aiyuk,WR,SF,0,,0,0,0,0,0,0,0,0,,28.9,18.3,237.2,1.4,50.4
Matt Gay,K,LV,0,,0,0,0,0,0,0,0,0,,0,0,0,0,127.8
Dawson Knox,TE,BUF,0,,0,0,0,0,0,0,0,0,,28,19.4,210.6,2.2,53.7
KaVontae Turpin,WR,DAL,0,,0,0,0,0,0,11.4,63.1,0.2,,22.5,14.4,180.5,1.4,48.4
Miami Dolphins,DST,MIA,0,,0,0,0,0,0,0,0,0,,0,0,0,0,105.3
Oscar Delp,TE,NO,0,,0,0,0,0,0,0,0,0,,27.3,21.9,227.2,1.5,53.6
Tyler Badie,RB,DEN,0,,0,0,0,0,0,3.7,16.6,0,,12.3,8.6,69.9,0.6,20.9
Geno Smith,QB,NYJ,0,,271.6,405.6,2876.2,15.6,10.5,42.4,164.4,0.9,,0,0,0,0,188.8
Ricky Pearsall,WR,SF,0,,0,0,0,0,0,1.1,6.9,0,,26.3,17.3,239.4,1.2,49.1
Tutu Atwell,WR,LAR,0,,0,0,0,0,0,2.3,12.1,0,,31.2,18.2,250.3,0.6,48
Zavion Thomas,WR,CHI,0,,0,0,0,0,0,4.8,22.7,0.1,,26,15.6,198.9,1.1,45
Noah Gray,TE,KC,0,,0,0,0,0,0,0,0,0,,32.9,22.5,220,1.2,51.7
Dylan Laube,RB,LV,0,,0,0,0,0,0,14,55.4,0.3,,8.2,6.4,45.9,0.2,19.5
Jayden Higgins,WR,HOU,0,,0,0,0,0,0,0,0,0,,29.2,18.3,221.7,1,46.5
Marvin Mims Jr.,WR,DEN,0,,0,0,0,0,0,5.4,29.4,0.1,,23,16.3,176.6,1.3,45.3
Tyler Higbee,TE,LAR,0,,0,0,0,0,0,0,0,0,,30.3,20.6,212.9,1.4,50.3
Odell Beckham Jr.,WR,NYG,0,,0,0,0,0,0,0,0,0,,25.4,16.1,208.7,1.2,44.2
Savion Williams,WR,GB,0,,0,0,0,0,0,7.1,36.4,0.2,,22,14.3,163.1,1.1,42.1
Terion Stewart,RB,KC,0,,0,0,0,0,0,0,0,0.9,,7,5.5,41.4,0.2,16.2
Kalif Raymond,WR,CHI,0,,0,0,0,0,0,3,16,0,,23.1,17.3,191,0.8,42.8
Las Vegas Raiders,DST,LV,0,,0,0,0,0,0,0,0,0,,0,0,0,0,105.3
Max Klare,TE,LAR,0,,0,0,0,0,0,0,0,0,,25.7,18.5,205.4,1.6,48.6
Michael Penix Jr.,QB,ATL,0,,194,303.4,2184.9,11.4,6.7,23.1,88.2,0.9,,0,0,0,0,140.5
Bam Knight,RB,ARZ,0,,0,0,0,0,0,0,0,0.9,,6.5,5.1,38.5,0.2,15.6
CJ Daniels,WR,LAR,0,,0,0,0,0,0,0,0,0,,28.7,14.3,198.9,1.1,40.8
Ben Sinnott,TE,WAS,0,,0,0,0,0,0,1,3.6,0,,24.7,19.7,192.1,1.6,48.9
Isaiah Bond,WR,CLE,0,,0,0,0,0,0,2.4,13.8,0,,24,14.4,193.5,0.9,40.5
Konata Mumpfield,WR,LAR,0,,0,0,0,0,0,0,0,0,,23.3,13.7,181.8,1.2,39.1
Eli Heidenreich,RB,PIT,0,,0,0,0,0,0,7.2,28.6,0.2,,7.2,5.6,43,0.2,15.2
Tez Johnson,WR,TB,0,,0,0,0,0,0,2.3,13,0,,21.2,13.5,161,1.3,38.7
Chris Brazzell II,WR,CAR,0,,0,0,0,0,0,0,0,0,,21.9,13.4,175.4,1.2,38.1
Ronnie Rivers,RB,LAR,0,,0,0,0,0,0,7.6,30.2,0.3,,3.2,2.5,25.2,0.3,11.6
New York Jets,DST,NYJ,0,,0,0,0,0,0,0,0,0,,0,0,0,0,103.1
Barion Brown,WR,NO,0,,0,0,0,0,0,0,0,0,,24.7,15.6,183.6,0.8,38.8
Shedeur Sanders,QB,CLE,0,,179.5,287.4,1958.8,9.4,7.6,27.7,135.5,1.1,,0,0,0,0,128.5
Mack Hollins,WR,NE,0,,0,0,0,0,0,0,0,0,,18.4,12.7,166.4,1.1,35.9
Deshaun Watson,QB,CLE,0,,149.6,242.8,1637.4,7.9,6,32.3,149.2,0.9,,0,0,0,0,111.4
Kevin Coleman Jr.,WR,MIA,0,,0,0,0,0,0,0,0,0,,27.3,16.4,205.5,0,37
Marlin Klein,TE,HOU,0,,0,0,0,0,0,0,0,0,,26.8,19.3,190.7,1.3,46.2
Jordan Whittington,WR,LAR,0,,0,0,0,0,0,0.8,5,0,,19.6,13.3,154.7,0.9,34.7
Tua Tagovailoa,QB,ATL,0,,159.2,235.8,1717.8,8.5,5.7,13.1,37,0.1,,0,0,0,0,101.3
Ashton Dulin,WR,IND,0,,0,0,0,0,0,1.7,11.2,0,,18.5,12.1,154.9,0.8,33.5
Jonnu Smith,TE,GB,0,,0,0,0,0,0,0,0,0,,26.7,19.2,193.4,1.2,45.7
Kirk Cousins,QB,LV,0,,101.4,155.3,1091,5.9,3.4,3,5.5,0.1,,0,0,0,0,65
Treylon Burks,WR,WAS,0,,0,0,0,0,0,0.6,2.4,0,,17.7,10.9,139.4,0.8,29.9
Luke Musgrave,TE,GB,0,,0,0,0,0,0,0,0,0,,26.7,19.1,188.6,1.3,45.8
Reggie Virgil,WR,ARZ,0,,0,0,0,0,0,0,0,0,,25,12.5,147.5,0.6,30.9
Jack Endries,TE,CIN,0,,0,0,0,0,0,0,0,0,,26.4,19,191.1,1.2,45.3
John Metchie III,WR,CAR,0,,0,0,0,0,0,0,0,0,,17,10.8,129.6,0.8,28.6
Luke McCaffrey,WR,WAS,0,,0,0,0,0,0,0,0,0,,16.1,10.2,133.7,0.7,27.8
Elijah Higgins,TE,ARZ,0,,0,0,0,0,0,0,0,0,,27.5,19.9,180.6,1.1,44.6
Olamide Zaccheaus,WR,ATL,0,,0,0,0,0,0,0,0,0,,18.6,11.8,129.5,0.6,28.4
Josh Oliver,TE,MIN,0,,0,0,0,0,0,0,0,0,,23.7,18.3,174.3,1.3,43.5
Tai Felton,WR,MIN,0,,0,0,0,0,0,0,0,0,,15.8,10.5,129,0.6,27
Arizona Cardinals,DST,ARZ,0,,0,0,0,0,0,0,0,0,,0,0,0,0,102.8
Jaylin Lane,WR,WAS,0,,0,0,0,0,0,0.5,2,0,,15.5,9.9,117.2,0.8,26.6
Noah Fant,TE,NO,0,,0,0,0,0,0,0,0,0,,22.8,17.7,165.5,1,40.3
Devontez Walker,WR,BAL,0,,0,0,0,0,0,0.6,2.5,0,,13.3,8.4,114.5,0.9,25.5
Daniel Bellinger,TE,TEN,0,,0,0,0,0,0,0,0,0,,24.2,18.5,169.7,0.9,40.9
Jalen Royals,WR,KC,0,,0,0,0,0,0,0,0,0,,15.1,9.6,118.3,0.8,26.2
Josh Cameron,WR,JAX,0,,0,0,0,0,0,0,0,0,,15.3,9.7,117.3,0.6,25
Isaiah Williams,WR,NYJ,0,,0,0,0,0,0,0.8,4.9,0,,12.8,10.2,109.8,0.6,25.3
Justin Fields,QB,KC,0,,59.7,95,641,3.7,2.4,25.3,133.3,1.2,,0,0,0,0,58.6
Deion Burks,WR,IND,0,,0,0,0,0,0,0,0,0,,13.5,8.5,103.2,0.6,22.4
Carson Beck,QB,ARZ,0,,53.9,86.4,594.5,3.7,2.2,7.8,29.9,0.2,,0,0,0,0,40.6
Sam Roush,TE,CHI,0,,0,0,0,0,0,0,0,0,,20.2,16.1,152.3,1,37.3
John Bates,TE,WAS,0,,0,0,0,0,0,0,0,0,,21.6,15.4,143.6,1,35.8
Mac Jones,QB,SF,0,,40.1,60.2,426.8,2.5,1.5,5.4,16.1,0.1,,0,0,0,0,27.8
Camden Brown,WR,DAL,0,,0,0,0,0,0,0,0,0,,12.3,7.8,101.2,0.6,21.5
Ja'Tavion Sanders,TE,CAR,0,,0,0,0,0,0,0,0,0,,20.9,15.5,139.9,0.9,34.9
Dont'e Thornton Jr.,WR,LV,0,,0,0,0,0,0,0,0,0,,13.3,7.4,105.6,0.6,21.6
Tommy Tremble,TE,CAR,0,,0,0,0,0,0,0,0,0,,19.2,13.9,134.6,1.1,34
Jameis Winston,QB,NYG,0,,31.3,50.1,370.4,2.2,1.3,5.1,19.7,0.2,,0,0,0,0,25.5
Calvin Austin III,WR,NYG,0,,0,0,0,0,0,2.9,15.3,0.1,,10.8,6.5,80.6,0.7,20.9
Joe Milton III,QB,DAL,0,,34.6,53.1,367.1,2.3,1.3,2.3,13.9,0,,0,0,0,0,24
Mitchell Evans,TE,CAR,0,,0,0,0,0,0,0,0,0,,19.4,13.9,136.1,0.9,32.9
Thomas Fidone II,TE,NYG,0,,0,0,0,0,0,0,0,0,,18.1,13.1,131.5,0.8,31.1
J.J. McCarthy,QB,MIN,0,,25.7,40.7,289.8,1.8,1,5.1,21.2,0.3,,0,0,0,0,21.7
Brock Wright,TE,DET,0,,0,0,0,0,0,0,0,0,,15.3,11.2,104.3,1.3,29.4
Joe Flacco,QB,CIN,0,,31,48,328.6,2.3,1.2,1.5,2.5,0.1,,0,0,0,0,22
Jelani Woods,TE,NYJ,0,,0,0,0,0,0,0,0,0,,17.8,12.9,123.4,0.8,30
Tanner Koziol,TE,JAX,0,,0,0,0,0,0,0,0,0,,18.4,12.2,121.5,0.8,29.2
Austin Hooper,TE,ATL,0,,0,0,0,0,0,0,0,0,,16.8,13.1,122.5,0.7,29.6
Nate Boerkircher,TE,JAX,0,,0,0,0,0,0,0,0,0,,15.8,11.5,108.9,1,28.4
Trey Lance,QB,LAC,0,,22.8,38.1,266.8,1.7,1,6.8,33.3,0.3,,0,0,0,0,21.6
Jackson Hawes,TE,BUF,0,,0,0,0,0,0,0,0,0,,14,10.2,102,1.1,27
Foster Moreau,TE,HOU,0,,0,0,0,0,0,0,0,0,,14.6,10.6,97.5,1,26.4
Cade Klubnik,QB,NYJ,0,,28.7,47.2,315.8,1.7,1.2,5,20.1,0.2,,0,0,0,0,21.4
Anthony Richardson Sr.,QB,IND,0,,17.9,31.5,219.6,1.3,0.9,9.4,46.8,0.5,,0,0,0,0,20.8
Ty Simpson,QB,LAR,0,,27.9,44.3,301.4,1.8,1.2,3.8,16.8,0.1,,0,0,0,0,20.3
Marcus Mariota,QB,WAS,0,,21.7,34.7,248.9,1.5,0.9,6.1,29.5,0.2,,0,0,0,0,19.2
Quinn Ewers,QB,JAX,0,,26.1,42.6,288.7,1.6,1.1,4.2,17,0.1,,0,0,0,0,19.2
Tyrod Taylor,QB,GB,0,,23,36.2,249.1,1.6,0.7,4.2,23.5,0.1,,0,0,0,0,18.6
Andre Szmyt,K,CLE,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0
Taylen Green,QB,CLE,0,,29.6,44.3,303,1.5,1.5,7.4,14.8,0,,0,0,0,0,18.1
Gardner Minshew II,QB,ARZ,0,,21.1,33,233.3,1.6,0.9,1.4,5.7,0,,0,0,0,0,15.4
